event,gender,clas_s,typ,wind,name,year,position,school,series,mark,points
Discus Throw,Boys,2,Finals,,Delon Smith,23,,Calabar High,"['FOUL', 'FOUL', 'FOUL']",FOUL,"['', '', 'FOUL']"
Discus Throw,Girls,1,Finals,,Cedricka Wi,23,1,Holmwood Technical,"['57.84m', '44.85m', 'FOUL', '48.16m', '51.15m', 'FOUL']",57.84mR,9
Discus Throw,Girls,1,Finals,,Abigail Mar,23,2,St. Jago High,"['53.81m', '51.97m', '52.59m', 'FOUL', '47.17m', 'FOUL']",53.81mR,7
Discus Throw,Girls,1,Finals,,Britannia J,23,3,Camperdown High,"['50.54m', '50.69m', '43.78m', '46.63m', '48.68m', '46.31m']",50.69m ,6
Discus Throw,Girls,1,Finals,,Britannie J,23,4,Camperdown High,"['43.06m', '49.70m', '45.50m', '44.09m', '41.81m', '49.38m']",49.70m ,5
Discus Throw,Girls,1,Finals,,Rochele Sol,23,5,Edwin Allen High,"['46.09m', '45.60m', '46.65m', '45.91m', '40.34m', '44.26m']",46.65m ,4
Discus Throw,Girls,1,Finals,,Shanara Ric,23,6,Clarendon College,"['43.76m', '38.84m', '44.40m', 'FOUL', 'FOUL', 'FOUL']",44.40m,3
Discus Throw,Girls,1,Finals,,Maja Henry,23,7,Immaculate C,"['FOUL', '40.28m', '39.58m', '37.97m', '39.34m', '42.28m']",42.28m,2
Discus Throw,Girls,1,Finals,,Chin-Loy Ra,23,8,Hydel High,"['31.56m', '37.33m', '39.70m', '38.81m', '35.49m', '38.08m']",39.70m,1
Discus Throw,Girls,1,Finals,,Camellia Da,23,9,Edwin Allen High,"['38.98m', '38.22m', '39.50m']",39.50m,0
Discus Throw,Girls,1,Finals,,Janiel Mont,23,10,Holmwood Technical,"['FOUL', '38.69m', '37.98m']",38.69m,0
Discus Throw,Girls,1,Finals,,Oshari Buch,23,11,St. Catherine High,"['35.68m', '35.83m', '36.36m']",36.36m,0
Discus Throw,Girls,1,Finals,,Altonique J,23,12,Excelsior High,"['27.89m', '35.01m', '28.61m']",35.01m,0
Discus Throw,Girls,2,Finals,,Dionjah Sha,23,1,Edwin Allen High,"['41.61m', '45.28m', '42.31m', '44.91m', '46.27m', '43.61m']",46.27m ,9
Discus Throw,Girls,2,Finals,,Shamoyea Mo,23,2,Edwin Allen High,"['FOUL', '42.58m', '43.93m', '42.86m', '44.95m', '42.09m']",44.95m ,7
Discus Throw,Girls,2,Finals,,Marla-Kay L,23,3,Clarendon College,"['41.03m', '42.31m', '40.50m', '43.15m', '40.53m', 'FOUL']",43.15m ,6
Discus Throw,Girls,2,Finals,,Najhada Sey,23,4,Excelsior High,"['FOUL', '41.98m', 'FOUL', '43.02m', 'FOUL', 'FOUL']",43.02m ,5
Discus Throw,Girls,2,Finals,,Rehanna Big,23,5,St. Jago High,"['FOUL', '34.26m', '38.34m', '42.60m', 'FOUL', 'FOUL']",42.60m,4
Discus Throw,Girls,2,Finals,,Natassia Bu,23,6,Hydel High,"['FOUL', '38.44m', '42.18m', '38.24m', 'FOUL', '36.11m']",42.18m,3
Discus Throw,Girls,2,Finals,,Kimeka Smit,23,7,St. Jago High,"['FOUL', '31.05m', '39.24m', '35.31m', '40.20m', '40.13m']",40.20m,2
Discus Throw,Girls,2,Finals,,Shantangelo,23,8,Denbigh High,"['35.68m', '37.77m', '38.10m', '38.02m', '37.70m', '35.71m']",38.10m,1
Discus Throw,Girls,2,Finals,,Janine Lind,23,9,Manchester High,"['35.95m', '36.56m', 'FOUL']",36.56m,0
Discus Throw,Girls,2,Finals,,Able Mills,23,10,St. Catherine High,"['FOUL', '36.41m', 'FOUL']",36.41m,0
Discus Throw,Girls,2,Finals,n/a,#,23,11, Danielle Br,"['FOUL', '34.57m', 'FOUL']","['', '', '', '34.57m']",0
Discus Throw,Girls,2,Finals,,Yuleeana Pa,23,12,St. Elizabet,"['FOUL', '31.03m', '33.64m']",33.64m,0
Discus Throw,Girls,3,Finals,,Jessica Tho,23,1,St. Jago High,"['32.05m', '36.96m', '38.00m', '37.23m', '33.71m', '36.80m']",38.00m ,9
Discus Throw,Girls,3,Finals,,Kayla Honey,23,2,Excelsior High,"['26.94m', '31.72m', '35.50m', 'FOUL', 'FOUL', '23.30m']",35.50m ,7
Discus Throw,Girls,3,Finals,,Brandane Ma,23,3,Hydel High,"['28.02m', '29.31m', '30.13m', 'FOUL', '30.80m', '34.25m']",34.25m ,6
Discus Throw,Girls,3,Finals,,Jada Clarke,23,4,St. Elizabet,"['30.42m', '33.88m', '30.23m', '25.00m', '32.40m', '27.00m']",33.88m,5
Discus Throw,Girls,3,Finals,,Fabiana Per,23,5,St. Jago High,"['33.42m', '28.15m', 'FOUL', 'FOUL', '28.38m', 'FOUL']",33.42m,4
Discus Throw,Girls,3,Finals,,jamelia you,23,6,Clarendon College,"['FOUL', '29.12m', '30.26m', '32.98m', 'FOUL', '30.85m']",32.98m,3
Discus Throw,Girls,3,Finals,,Kimmoya Mes,23,7,Vere Technical,"['27.84m', '32.46m', '27.59m', 'FOUL', '28.65m', 'FOUL']",32.46m,2
Discus Throw,Girls,3,Finals,,Britney Rob,23,8,Manchester High,"['27.48m', '29.44m', '29.81m', 'FOUL', '28.07m', 'FOUL']",29.81m,1
Discus Throw,Girls,3,Finals,,Jada Franci,23,9,Immaculate C,"['29.30m', 'FOUL', '26.46m']",29.30m,0
Discus Throw,Girls,3,Finals,,Davieka Lew,23,10,St. Elizabet,"['28.72m', 'FOUL', 'FOUL']",28.72m,0
Discus Throw,Girls,3,Finals,,Jamie-Lee T,23,11,Immaculate C,"['27.44m', '27.03m', 'FOUL']",27.44m,0
Discus Throw,Girls,3,Finals,,Ramona Camp,23,12,Hydel High,"['26.19m', '26.25m', 'FOUL']",26.25m,0
Javelin Throw,Boys,Open,Finals,,Lebron Jame,23,1,Jamaica College,"['59.77m', '59.90m', 'PASS', '55.87m', '63.73m', 'FOUL']",63.73m ,9
Javelin Throw,Boys,Open,Finals,,Gabriel Lim,23,2,Jamaica College,"['57.44m', '59.57m', '55.02m', 'PASS', '57.20m', '58.07m']",59.57m ,7
Javelin Throw,Boys,Open,Finals,,Tarique Dal,23,3,Calabar High,"['53.77m', '53.23m', '47.64m', '55.13m', 'FOUL', '48.37m']",55.13m ,6
Javelin Throw,Boys,Open,Finals,,Deandre Bri,23,4,St. George's,"['FOUL', '54.33m', '45.64m', '54.96m', '52.87m', '54.29m']",54.96m ,5
Javelin Throw,Boys,Open,Finals,,Quewayne Br,23,5,Petersfield High,"['43.80m', '49.64m', '45.72m', '47.10m', '44.72m', 'FOUL']",49.64m,4
Javelin Throw,Boys,Open,Finals,,Peterson Da,23,6,Edwin Allen High,"['46.56m', '46.02m', '49.23m', '49.14m', 'PASS', '45.20m']",49.23m,3
Javelin Throw,Boys,Open,Finals,,Ranaldo And,23,7,Petersfield High,"['FOUL', '46.28m', '43.48m', '44.95m', '48.78m', '41.93m']",48.78m,2
Javelin Throw,Boys,Open,Finals,,Domonique W,23,8,Dinthill Technical,"['46.96m', '47.40m', '48.25m', '44.99m', '44.93m', 'FOUL']",48.25m,1
Javelin Throw,Boys,Open,Finals,,Courtney Wi,23,9,Happy Grove High,"['FOUL', '44.94m', '42.17m']",44.94m,0
Javelin Throw,Boys,Open,Finals,,Dylan Logan,23,10,Edwin Allen High,"['FOUL', 'FOUL', '44.28m']",44.28m,0
Javelin Throw,Boys,Open,Finals,,Brandon Fal,23,11,St. Elizabet,"['FOUL', '42.26m', 'FOUL']",42.26m,0
Javelin Throw,Boys,Open,Finals,,Antoineil A,23,12,Kingston College,"['FOUL', '41.16m', '40.54m']",41.16m,0
Javelin Throw,Girls,Open,Finals,,Sheniela Wi,23,1,Edwin Allen High,"['42.40m', 'FOUL', '41.36m', '38.84m', '39.59m', '36.47m']",42.40m ,9
Javelin Throw,Girls,Open,Finals,,Natassia Bu,23,2,Hydel High,"['FOUL', '40.43m', '41.82m', 'FOUL', '38.80m', '40.48m']",41.82m ,7
Javelin Throw,Girls,Open,Finals,,Zoelle Jame,23,3,Immaculate C,"['39.70m', '38.32m', '34.25m', 'FOUL', '33.81m', '33.86m']",39.70m ,6
Javelin Throw,Girls,Open,Finals,,Sherika Chr,23,4,Hydel High,"['34.98m', '34.89m', '33.90m', '39.01m', '36.88m', '37.04m']",39.01m ,5
Javelin Throw,Girls,Open,Finals,,Regena Case,23,5,Holmwood Technical,"['33.89m', '33.23m', '38.36m', '31.00m', '34.86m', '31.89m']",38.36m ,4
Javelin Throw,Girls,Open,Finals,,Cedricka Wi,23,6,Holmwood Technical,"['36.63m', '36.69m', 'FOUL', '30.31m', '31.46m', 'FOUL']",36.69m ,3
Javelin Throw,Girls,Open,Finals,,Dacia Campb,23,7,Happy Grove High,"['33.89m', 'FOUL', '30.54m', 'FOUL', '30.88m', '34.59m']",34.59m,2
Javelin Throw,Girls,Open,Finals,,Abigail Mar,23,8,St. Jago High,"['29.97m', '28.78m', '29.82m', '27.36m', 'FOUL', '30.06m']",30.06m,1
Javelin Throw,Girls,Open,Finals,,Ramona Free,23,9,Vere Technical,"['FOUL', '27.02m', '28.49m']",28.49m,0
Javelin Throw,Girls,Open,Finals,,Imani Lowe,23,10,St. Catherine High,"['27.74m', 'FOUL', '26.80m']",27.74m,0
Javelin Throw,Girls,Open,Finals,,Jhonae Will,23,11,Westwood High,"['25.49m', '24.22m', 'FOUL']",25.49m,0
Javelin Throw,Girls,Open,Finals,,Sherika Tho,23,12,Glengoffe High,"['24.47m', '22.97m', 'FOUL']",24.47m,0
High Jump,Boys,2,Finals,,Jaidi James,23,1,Jamaica College,"[['1.80', '1.85', '1.90', '1.95', '2.00'], ['P', 'O', 'O', 'XO', 'XXX']]",1.95m ,9
High Jump,Boys,2,Finals,,Michael Nei,23,2,Jonathan Grant High,"[['1.80', '1.85', '1.90', '1.95'], ['O', 'XO', 'O', 'XXX']]",1.90m ,7
High Jump,Boys,2,Finals,,Kabiki Thom,23,3,Wolmer's Boy,"[['1.80', '1.85', '1.90', '1.95'], ['O', 'O', 'XXO', 'XXX']]",1.90m ,5.50
High Jump,Boys,2,Finals,,Maurace Joh,23,3,St. Jago High,"[['1.80', '1.85', '1.90', '1.95'], ['O', 'O', 'XXO', 'XXX']]",1.90m ,5.50
High Jump,Boys,2,Finals,,Tejahni Hay,23,5,Kingston College,"[['1.80', '1.85', '1.90'], ['O', 'XO', 'XXX']]",1.85m,4
High Jump,Boys,2,Finals,,Kaleel Samu,23,6,Calabar High,"[['1.80', '1.85', '1.90'], ['XO', 'XO', 'XXX']]",1.85m,3
High Jump,Boys,2,Finals,,Edward Ster,23,7,Wolmer's Boy,"[['1.80', '1.85', '1.90'], ['XXO', 'XO', 'XXX']]",1.85m,2
High Jump,Boys,2,Finals,,Kijaun Will,23,8,Calabar High,"[['1.80', '1.85', '1.90'], ['O', 'XXO', 'XXX']]",1.85m,1
High Jump,Boys,2,Finals,,Necko Reid,23,9,Kingston College,"[['1.80', '1.85'], ['O', 'XXX']]",1.80m,0
High Jump,Boys,2,Finals,,Jaquan Soud,23,10,Happy Grove High,"[['1.80', '1.85'], ['XXO', 'XXX']]",1.80m,0
High Jump,Boys,2,Finals,,Kamarie Fer,23,,Dinthill Technical,"[['1.80', '1.85'], ['XXP', 'X']]",NH,"['', '', 'NH']"
High Jump,Boys,2,Finals,,Steven Bern,23,,Herbert Morr,"[['1.80'], ['XXX']]",NH,['NH']
High Jump,Boys,2,Finals,,Santino Dis,23,,Herbert Morr,"[[], []]",DNS,"['', '', '', 'DNS']"
High Jump,Boys,3,Finals,,Amani Phill,23,1,Kingston College,"[['1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81', '1.84'], ['P', 'P', 'O', 'O', 'XO', 'O', 'O', 'XX']]",1.81m ,9
High Jump,Boys,3,Finals,,Selethel Jo,23,2,Munro College,"[['1.55', '1.60', '1.65', '1.70', '1.75', '1.78', '1.81', '1.84'], ['P', 'O', 'P', 'O', 'O', 'O', 'XXO', 'XXX']]",1.81m ,7
High Jump,Boys,3,Finals,,Richard Gre,23,3,Calabar High,"[['1.55', '1.60', '1.65', '1.70', '1.75', '1.78'], ['O', 'O', 'O', 'O', 'O', 'XXX']]",1.75m ,6
High Jump,Boys,3,Finals,,Carlyle Tin,23,4,Cornwall College,"[['1.55', '1.60', '1.65', '1.70', '1.75', '1.78'], ['O', 'O', 'O', 'XXO', 'XO', 'XXX']]",1.75m ,5
High Jump,Boys,3,Finals,,Nikaro John,23,5,St. Jago High,"[['1.55', '1.60', '1.65', '1.70', '1.75'], ['O', 'O', 'O', 'XO', 'XXX']]",1.70m ,4
High Jump,Boys,3,Finals,,Stesean Hur,23,6,Kingston College,"[['1.55', '1.60', '1.65', '1.70', '1.75'], ['O', 'O', 'XO', 'XO', 'XXX']]",1.70m ,3
High Jump,Boys,3,Finals,,Tadjique Di,23,7,St. George's,"[['1.55', '1.60', '1.65', '1.70', '1.75'], ['XO', 'O', 'XO', 'XO', 'XXX']]",1.70m ,2
High Jump,Boys,3,Finals,,Domanicc Cl,23,8,Jamaica College,"[['1.55', '1.60', '1.65', '1.70'], ['O', 'O', 'O', 'XXX']]",1.65m,1
High Jump,Boys,3,Finals,,Kamarie Tho,23,9,Calabar High,"[['1.55', '1.60', '1.65', '1.70'], ['XO', 'O', 'XO', 'XXX']]",1.65m,0
High Jump,Boys,3,Finals,,Zackery Nis,23,10,Manchester High,"[['1.55', '1.60', '1.65', '1.70'], ['XO', 'XO', 'XO', 'XXX']]",1.65m,0
High Jump,Boys,3,Finals,,Avonte Bowe,23,11,Morant Bay High,"[['1.55', '1.60', '1.65'], ['O', 'O', 'XXX']]",1.60m,0
High Jump,Boys,3,Finals,,Jordan Huds,23,12,Wolmer's Boy,"[['1.55', '1.60'], ['XO', 'XXX']]",1.55m,0
High Jump,Girls,2,Finals,,Deijanae Br,23,1,Edwin Allen High,"[['1.50', '1.55', '1.60', '1.65', '1.70', '1.75', '1.80'], ['P', 'P', 'P', 'O', 'XXO', 'XXO', 'XXX']]",1.75m ,9
High Jump,Girls,2,Finals,,Shanniqua W,23,2,Wolmer's Gir,"[['1.50', '1.55', '1.60', '1.65', '1.70'], ['O', 'O', 'O', 'XO', 'XXX']]",1.65m,6
High Jump,Girls,2,Finals,,Daneille No,23,2,Wolmer's Gir,"[['1.50', '1.55', '1.60', '1.65', '1.70'], ['O', 'O', 'O', 'XO', 'XXX']]",1.65m,6
High Jump,Girls,2,Finals,,Sabrina Atk,23,2,Hydel High,"[['1.50', '1.55', '1.60', '1.65', '1.70'], ['O', 'O', 'O', 'XO', 'XXX']]",1.65m,6
High Jump,Girls,2,Finals,,Jahmeka Bro,23,5,Manchester High,"[['1.50', '1.55', '1.60', '1.65', '1.70'], ['O', 'XO', 'O', 'XXO', 'XXX']]",1.65m,4
High Jump,Girls,2,Finals,,Akaylea Bro,23,6,Edwin Allen High,"[['1.50', '1.55', '1.60', '1.65'], ['P', 'O', 'O', 'XXX']]",1.60m,3
High Jump,Girls,2,Finals,,Aaliyah Mul,23,7,Hydel High,"[['1.50', '1.55', '1.60', '1.65'], ['O', 'XO', 'O', 'XXX']]",1.60m,1.50
High Jump,Girls,2,Finals,,Kaylah Scot,23,7,Alpha Academy,"[['1.50', '1.55', '1.60', '1.65'], ['O', 'XO', 'O', 'XXX']]",1.60m,1.50
High Jump,Girls,2,Finals,,#,23,9, Danielle Br,"[['1.50', '1.55', '1.60', '1.65'], ['O', 'O', 'XO', 'XXX']]",Alpha Academy,0
High Jump,Girls,2,Finals,,Shanell Gor,23,10,St. Jago High,"[['1.50', '1.55', '1.60'], ['O', 'O', 'XXX']]",1.55m,0
High Jump,Girls,2,Finals,,Kishauna Fr,23,,St. Catherine High,"[['1.50'], ['XXX']]",NH,"['', '', 'NH']"
High Jump,Girls,2,Finals,,Cheyenne Co,23,,William Knib,"[[], []]",DNS,"['', '', '', 'DNS']"
High Jump,Girls,3,Finals,,Zavien Bern,23,1,Hydel High,"[['1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74', '1.77', '1.81'], ['P', 'O', 'O', 'XO', 'XO', 'XXO', 'XXO', 'O', 'XXX']]",1.77m ,9
High Jump,Girls,3,Finals,,Asia McKay,23,2,Edwin Allen High,"[['1.50', '1.55', '1.60', '1.65', '1.68', '1.71', '1.74'], ['P', 'O', 'O', 'O', 'O', 'O', 'XXX']]",1.71m ,7
High Jump,Girls,3,Finals,,Aaliyah Wil,23,3,Rhodes Hall High,"[['1.50', '1.55', '1.60', '1.65', '1.68', '1.71'], ['O', 'O', 'O', 'O', 'XXO', 'XXX']]",1.68m ,6
High Jump,Girls,3,Finals,,Tatanya Ang,23,4,Merl Grove High,"[['1.50', '1.55', '1.60'], ['O', 'O', 'XXX']]",1.55m ,5
High Jump,Girls,3,Finals,,Malia House,23,5,Mount Alvernia High,"[['1.50', '1.55', '1.60'], ['XO', 'O', 'XXX']]",1.55m ,4
High Jump,Girls,3,Finals,,Shantay Mor,23,6,Manchester High,"[['1.50', '1.55', '1.60'], ['O', 'XO', 'XXX']]",1.55m ,3
High Jump,Girls,3,Finals,,Mikayla Lon,23,7,Holmwood Technical,"[['1.50', '1.55', '1.60'], ['XO', 'XO', 'XXX']]",1.55m ,1.50
High Jump,Girls,3,Finals,,Kijonna Lee,23,7,Vere Technical,"[['1.50', '1.55', '1.60'], ['XO', 'XO', 'XXX']]",1.55m ,1.50
High Jump,Girls,3,Finals,,Brihana McC,23,9,St. Catherine High,"[['1.50', '1.55'], ['O', 'XXX']]",1.50m ,0
High Jump,Girls,3,Finals,,Ashley Kent,23,9,Wolmer's Gir,"[['1.50', '1.55'], ['O', 'XXX']]",1.50m ,0
High Jump,Girls,3,Finals,,Yoanna Luke,23,9,Alpha Academy,"[['1.50', '1.55'], ['O', 'XXX']]",1.50m ,0
High Jump,Girls,3,Finals,,Jada Irons,23,12,Hydel High,"[['1.50', '1.55'], ['XO', 'XXX']]",1.50m ,0
High Jump,Girls,3,Finals,,Alexia Will,23,,St. Jago High,"[['1.50'], ['XXX']]",NH,"['', '', '', 'NH']"
High Jump,Girls,3,Finals,,Shauntai Pr,23,,Excelsior High,"[['1.50'], ['XXX']]",NH,"['', '', 'NH']"
High Jump,Girls,3,Finals,,Tasheka Tho,23,,Alphansus Da,"[['1.50'], ['XXX']]",NH,['NH']
High Jump,Girls,4,Finals,,Gabrilla Tr,23,1,St. Catherine High,"[['1.40', '1.45', '1.50', '1.55', '1.58'], ['O', 'O', 'XO', 'O', 'XXX']]",1.55m ,9
High Jump,Girls,4,Finals,,Stefvanco H,23,2,Campion College,"[['1.40', '1.45', '1.50', '1.55', '1.58'], ['O', 'XO', 'O', 'XXO', 'XXX']]",1.55m ,7
High Jump,Girls,4,Finals,,Adajah Drys,23,3,Wolmer's Gir,"[['1.40', '1.45', '1.50', '1.55'], ['O', 'O', 'O', 'XXX']]",1.50m ,5
High Jump,Girls,4,Finals,,Kariecia Mo,23,3,Wolmer's Gir,"[['1.40', '1.45', '1.50', '1.55'], ['O', 'O', 'O', 'XXX']]",1.50m ,5
High Jump,Girls,4,Finals,,Jannessa Al,23,3,Holmwood Technical,"[['1.40', '1.45', '1.50', '1.55'], ['O', 'O', 'O', 'XXX']]",1.50m ,5
High Jump,Girls,4,Finals,,Reann Brown,23,6,Hydel High,"[['1.40', '1.45', '1.50'], ['O', 'O', 'XXX']]",1.45m,2.50
High Jump,Girls,4,Finals,,Sackoya Pal,23,6,St. Mary High,"[['1.40', '1.45', '1.50'], ['O', 'O', 'XXX']]",1.45m,2.50
High Jump,Girls,4,Finals,,Chanel Byfi,23,8,The Queen's School,"[['1.40', '1.45', '1.50'], ['O', 'XO', 'XXX']]",1.45m,0.50
High Jump,Girls,4,Finals,,Abrianna Cl,23,8,Edwin Allen High,"[['1.40', '1.45', '1.50'], ['O', 'XO', 'XXX']]",1.45m,0.50
High Jump,Girls,4,Finals,,MACAELA Gor,23,10,Edwin Allen High,"[['1.40', '1.45', '1.50'], ['XO', 'XO', 'XXX']]",1.45m,0
High Jump,Girls,4,Finals,,Chanel Clar,23,11,Mount Alvernia High,"[['1.40', '1.45', '1.50'], ['O', 'XXO', 'XXX']]",1.45m,0
High Jump,Girls,4,Finals,,Ciara Drumm,23,12,Herbert Morr,"[['1.40', '1.45'], ['O', 'XXX']]",1.40m,0
High Jump,Girls,4,Finals,,Shamoy Thom,23,,Titchfield High,"[['1.40'], ['XXX']]",NH,"['', 'NH']"
High Jump,Boys,1,Finals,,Aaron McKen,23,1,Kingston College,"[['1.85', '1.90', '1.95', '2.00', '2.05', '2.08'], ['P', 'P', 'O', 'O', 'O', 'XXX']]",2.05m ,9
High Jump,Boys,1,Finals,,Chavez Penn,23,2,Jamaica College,"[['1.85', '1.90', '1.95', '2.00', '2.05', '2.08'], ['P', 'P', 'O', 'O', 'XO', 'XXX']]",2.05m ,7
High Jump,Boys,1,Finals,,Ovane Willi,23,3,St. Mary High,"[['1.85', '1.90', '1.95', '2.00', '2.05', '2.08'], ['O', 'O', 'XO', 'O', 'XO', 'XXX']]",2.05m ,6
High Jump,Boys,1,Finals,,Aaron Thoma,23,4,Kingston College,"[['1.85', '1.90', '1.95', '2.00', '2.05'], ['P', 'O', 'O', 'O', 'XXX']]",2.00m ,5
High Jump,Boys,1,Finals,,Adrian Rumb,23,5,Jamaica College,"[['1.85', '1.90', '1.95', '2.00'], ['P', 'O', 'XO', 'XXX']]",1.95m ,4
High Jump,Boys,1,Finals,,Amiuki Beck,23,6,Cornwall College,"[['1.85', '1.90', '1.95', '2.00'], ['XO', 'O', 'XXO', 'XXX']]",1.95m ,3
High Jump,Boys,1,Finals,,Xavier Codl,23,7,Calabar High,"[['1.85', '1.90', '1.95', '2.00'], ['O', 'XO', 'XXO', 'XXX']]",1.95m ,2
High Jump,Boys,1,Finals,,Kesean Rhoo,23,8,Cornwall College,"[['1.85', '1.90', '1.95'], ['O', 'O', 'XXX']]",1.90m,1
High Jump,Boys,1,Finals,,Antwan Salm,23,9,Titchfield High,"[['1.85', '1.90', '1.95'], ['O', 'XO', 'XXX']]",1.90m,0
High Jump,Boys,1,Finals,,Jordan Rich,23,10,Manchester High,"[['1.85', '1.90'], ['XO', 'XXX']]",1.85m,0
High Jump,Boys,1,Finals,,Jevontae Gr,23,10,Calabar High,"[['1.85', '1.90'], ['XO', 'XXX']]",1.85m,0
High Jump,Boys,1,Finals,,Jay-Quan Br,23,,Munro College,"[['1.85'], ['XXX']]",NH,"['', '', '', 'NH']"
High Jump,Boys,1,Finals,,Lance Lawre,23,,St. Jago High,"[['1.85'], ['XXX']]",NH,"['', '', '', 'NH']"
Pole Vault,Boys,Open,Finals,,Daniel Campbell,23,1,Wolmer's Boy,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70', '3.80', '3.90', '4.00', '4.10', '4.20', '4.40'], ['P', 'P', 'P', 'P', 'P', 'O', 'P', 'O', 'P', 'XXO', 'P', 'O', 'P', 'XO', 'XXX']]",4.20m,9
Pole Vault,Boys,Open,Finals,,Isaiah Patrick,23,2,Kingston College,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70', '3.80', '3.90', '4.00', '4.10', '4.20'], ['P', 'O', 'P', 'P', 'O', 'P', 'P', 'O', 'P', 'O', 'XXO', 'XP', 'XP', 'X']]",3.90m,7
Pole Vault,Boys,Open,Finals,,Courtney Hanchard,23,3,Kingston College,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70'], ['P', 'O', 'P', 'P', 'XO', 'XO', 'P', 'O', 'XXX']]",3.60m,6
Pole Vault,Boys,Open,Finals,,Rhyeem Campbell,23,4,Excelsior High,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70'], ['P', 'O', 'P', 'O', 'P', 'O', 'XO', 'XO', 'XXX']]",3.60m,5
Pole Vault,Boys,Open,Finals,,Joel Hamm,23,5,Jamaica College,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70'], ['XO', 'O', 'O', 'XXO', 'O', 'O', 'O', 'XXO', 'XXX']]",3.60m,4
Pole Vault,Boys,Open,Finals,,Lebron James,23,6,Jamaica College,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40', '3.50', '3.60', '3.70'], ['O', 'O', 'O', 'XO', 'XXO', 'O', 'XO', 'XXO', 'XXX']]",3.60m,3
Pole Vault,Boys,Open,Finals,,Leighton Johnson,23,7,Calabar High,"[['2.90', '3.00', '3.10', '3.20', '3.30', '3.40'], ['O', 'O', 'P', 'XO', 'O', 'XXX']]",3.30m,2
Pole Vault,Boys,Open,Finals,,Mark Phillips,23,8,Wolmer's Boy,"[['2.90', '3.00', '3.10', '3.20', '3.30'], ['P', 'P', 'P', 'XXO', 'XXX']]",3.20m,1
Pole Vault,Boys,Open,Finals,,Tray Barrett,23,9,St. Jago High,"[['2.90', '3.00', '3.10', '3.20'], ['O', 'XXO', 'O', 'XXX']]",3.10m,0
Pole Vault,Boys,Open,Finals,,Tyrese Clue,23,10,Excelsior High,"[['2.90', '3.00', '3.10'], ['O', 'O', 'XXX']]",3.00m,0
Pole Vault,Boys,Open,Finals,,Lenworth Chung,23,11,Calabar High,"[['2.90', '3.00', '3.10', '3.20'], ['P', 'XO', 'P', 'XXX']]",3.00m,0
Pole Vault,Boys,Open,Finals,,Ajonie Barrett,23,,St. Jago High,"[[], []]",DNS,"['', '', 'DNS']"
Long Jump,Boys,1,Finals,-0.5,Balvin Israel,24,1,Jamaica College,"['FOUL', 'FOUL', '6.75m(0.4)', '6.82m(1.1)', '7.45m(-0.5)', '6.95m(-0.4)']",7.45m,9
Long Jump,Boys,1,Finals,0.2,Nathan Wade,24,2,Kingston College,"['6.77m(-0.9)', '7.30m(0.2)', 'FOUL', 'FOUL', '7.24m(-0.6)', '7.01m(-2.2)']",7.30m,7
Long Jump,Boys,1,Finals,0.4,Ricoy Hunter,24,3,St. Elizabet,"['7.08m(-0.6)', '6.85m(-0.6)', '7.16m(0.4)', '7.14m(-0.4)', '7.15m(-0.8)', 'FOUL']",7.16m,6
Long Jump,Boys,1,Finals,-1.0,Amari Officer,24,4,St. George's,"['6.63m(-1.1)', '7.08m(-1.0)', '6.94m(-2.1)', '6.95m(-0.7)', '6.94m(-0.6)', '6.67m(0.2)']",7.08m,5
Long Jump,Boys,1,Finals,-1.3,O'Brien Bowen,24,5,Cornwall College,"['6.77m(-0.9)', '6.89m(-0.3)', 'FOUL', '4.93m(-1.7)', '7.00m(-1.3)', '6.99m(-0.7)']",7.00m,4
Long Jump,Boys,1,Finals,-0.5,Edward Sterling,24,6,Wolmer's Boy,"['6.45m(-0.5)', '6.23m(-1.4)', '6.76m(-0.3)', '6.67m(-0.2)', '6.95m(-0.5)', '6.87m(-0.3)']",6.95m,3
Long Jump,Boys,1,Finals,-0.5,Renaldino Medwinte,24,7,Excelsior Hi,"['6.64m(-0.6)', '6.68m(-1.2)', '6.91m(-0.7)', '6.75m(-1.3)', '6.66m(-1.1)', '6.93m(-0.5)']",6.93m,2
Long Jump,Boys,1,Finals,-0.5,Mark Phillips,24,8,Wolmer's Boy,"['6.72m(-0.7)', 'FOUL', '6.77m(-1.3)', '6.77m(-0.5)', 'FOUL', '4.22m(0.2)']",6.77m,1
Long Jump,Boys,1,Finals,-0.7,Javid Malcolm,24,9,Petersfield,"['6.71m(-0.7)', 'FOUL', '6.70m(-0.9)']",6.71m,0
Long Jump,Boys,1,Finals,-0.3,Romaine Lewis,24,10,Calabar High School,"['6.33m(-0.7)', '6.39m(-0.7)', '6.64m(-0.3)']",6.64m,0
